pitch_pk,pitcher,player_name,pitch_type,pitch_name,game_year,description,game_date,inning,inning_topbot,outs_when_up,balls,strikes,release_speed,release_spin_rate,release_pos_x,release_pos_z,release_extension,pfx_x,pfx_z,ivb,hb,ivb_abs,hb_abs,spin,expected_movement,movement_total,movement_over_expected,movement_gap,movement_sep,movement_angle,is_good_outcome,nastiness_raw,Nastiness_plus
657746_778144_37_6,657746,"Ryan, Joe",ST,Sweeper,2025,swinging_strike,2025-04-27 00:00:00,6,Top,0,2,2,79.5,2935,-2.56,4.75,6.7,2.54,-0.48,-5.76,30.48,5.76,30.48,2935,1.4675,31.019477751890022,29.55197775189002,29.55197775189002,29.663999999999998,-10.701350723899148,1,7.477212081508637,153.9727149400578
622663_777957_2_9,622663,"Severino, Luis",ST,Sweeper,2025,swinging_strike,2025-05-11 00:00:00,1,Top,1,3,2,84.7,2657,-2.08,5.65,6.0,2.35,-0.06,-0.72,28.200000000000003,0.72,28.200000000000003,2657,1.3285,28.209189991915757,26.88068999191576,26.88068999191576,32.976000000000006,-1.4625532190978505,1,6.874279979100024,147.62036895475177
677865_777448_72_5,677865,"Bruihl, Justin",SI,Sinker,2025,swinging_strike,2025-06-19 00:00:00,9,Top,0,3,1,90.0,2175,3.31,5.13,6.8,2.38,0.35,4.199999999999999,28.56,4.199999999999999,28.56,2175,1.0875000000000001,28.8671716660985,27.7796716660985,27.7796716660985,29.232,8.365886124032588,1,6.776227397838715,146.58731080701682
642207_778355_78_3,642207,"Williams, Devin",CH,Changeup,2025,swinging_strike,2025-04-12 00:00:00,9,Top,0,0,2,84.5,2672,-2.32,5.2,7.3,-2.13,-0.1,-1.2000000000000002,-25.56,1.2000000000000002,25.56,2672,1.336,25.588153508997088,24.25215350899709,24.25215350899709,29.232,-177.31203103439643,1,6.627775006319464,145.02325251668995
701542_777337_11_1,701542,"Warren, Will",ST,Sweeper,2025,swinging_strike,2025-06-27 00:00:00,2,Top,1,0,0,81.0,3019,-2.59,5.73,6.6,2.31,-0.14,-1.6800000000000002,27.72,1.6800000000000002,27.72,3019,1.5095,27.770862428091785,26.261362428091786,26.261362428091786,31.247999999999998,-3.468229258917148,1,6.577585837525651,144.4944716413317
689690_778545_27_1,689690,"Jacob, Alek",CH,Changeup,2025,called_strike,2025-03-27 00:00:00,3,Top,2,0,0,73.3,2231,-2.45,3.73,7.1,-2.09,-0.05,-0.6000000000000001,-25.08,0.6000000000000001,25.08,2231,1.1155,25.0871760068765,23.9716760068765,23.9716760068765,29.375999999999994,-178.6295489822004,1,6.560041844463263,144.30963239749167
677865_777448_63_1,677865,"Bruihl, Justin",ST,Sweeper,2025,called_strike,2025-06-19 00:00:00,8,Top,1,0,0,78.3,2498,3.26,5.1,6.6,-2.15,-0.27,-3.24,-25.799999999999997,3.24,25.799999999999997,2498,1.249,26.002646019203507,24.753646019203508,24.753646019203508,27.071999999999992,-172.8421869863842,1,6.485803007829742,143.5274700711554
642232_777835_3_2,642232,"Yarbrough, Ryan",CH,Changeup,2025,swinging_strike,2025-05-21 00:00:00,1,Top,2,0,1,78.4,1978,3.29,4.95,6.4,2.26,0.13,1.56,27.119999999999997,1.56,27.119999999999997,1978,0.989,27.164830203776347,26.175830203776346,26.175830203776346,30.671999999999997,3.292147112996009,1,6.400514783337436,142.6288940817807
642207_778355_79_5,642207,"Williams, Devin",CH,Changeup,2025,swinging_strike,2025-04-12 00:00:00,9,Top,1,2,2,85.1,2779,-2.34,5.11,7.2,-2.16,-0.4,-4.800000000000001,-25.92,4.800000000000001,25.92,2779,1.3895,26.360698018072284,24.971198018072286,24.971198018072286,25.344,-169.5085229876684,1,6.357639331015421,142.1771687443208
642207_777818_57_5,642207,"Williams, Devin",CH,Changeup,2025,swinging_strike,2025-05-22 00:00:00,8,Top,1,2,2,83.6,2811,-2.33,5.19,7.5,-2.15,-0.4,-4.800000000000001,-25.799999999999997,4.800000000000001,25.799999999999997,2811,1.4055,26.24271327435484,24.83721327435484,24.83721327435484,25.199999999999996,-169.46081627137178,1,6.3107480774423195,141.68313390160614
677865_776567_61_1,677865,"Bruihl, Justin",ST,Sweeper,2025,called_strike,2025-08-27 00:00:00,7,Top,2,0,0,77.0,2644,3.36,4.94,7.0,-2.07,-0.17,-2.04,-24.839999999999996,2.04,24.839999999999996,2644,1.322,24.923627344349374,23.601627344349374,23.601627344349374,27.359999999999996,-175.30508572074896,1,6.266509860451337,141.2170508070468
694738_777738_8_2,694738,"Roupp, Landen",CH,Changeup,2025,swinging_strike,2025-05-28 00:00:00,1,Bot,2,0,1,86.8,1893,-2.7,5.14,6.1,-2.08,-0.24,-2.88,-24.96,2.88,24.96,1893,0.9465,25.125604470340612,24.17910447034061,24.17910447034061,26.496000000000002,-173.418055344822,1,6.254474066407436,141.09024460835658
689690_778545_33_1,689690,"Jacob, Alek",CH,Changeup,2025,called_strike,2025-03-27 00:00:00,4,Top,0,0,0,74.2,2203,-3.57,3.79,7.2,-2.31,0.42,5.04,-27.72,5.04,27.72,2203,1.1015,28.17445651649735,27.07295651649735,27.07295651649735,27.215999999999998,169.69515353123398,1,6.219115166610928,140.717711840123
642207_779042_64_3,642207,"Williams, Devin",CH,Changeup,2025,called_strike,2025-03-19 00:00:00,9,Top,2,2,0,83.3,2692,-2.21,5.27,7.3,-2.04,-0.12,-1.44,-24.48,1.44,24.48,2692,1.346,24.522316366934017,23.176316366934017,23.176316366934017,27.648,-176.63353933657018,1,6.211828030558371,140.64093634705682
657746_778144_2_1,657746,"Ryan, Joe",ST,Sweeper,2025,called_strike,2025-04-27 00:00:00,1,Top,1,0,0,80.2,2798,-2.72,5.05,6.4,2.22,0.1,1.2000000000000002,26.64,1.2000000000000002,26.64,2798,1.399,26.66701333108003,25.26801333108003,25.26801333108003,30.528,2.579147500283418,1,6.181891125689842,140.32552839864206
660761_777825_43_4,660761,"Suarez, José",CH,Changeup,2025,swinging_strike,2025-09-16 00:00:00,5,Bot,0,1,2,83.2,1570,2.26,5.7,6.2,2.26,0.46,5.5200000000000005,27.119999999999997,5.5200000000000005,27.119999999999997,1570,0.785,27.676069085041682,26.891069085041682,26.891069085041682,25.919999999999998,11.504815326258818,1,6.168301105558127,140.18234725191087
657514_778245_75_2,657514,"Bernardino, Brennan",CU,Curveball,2025,called_strike,2025-04-20 00:00:00,9,Top,1,1,0,79.4,2777,3.38,4.83,5.6,-2.27,0.06,0.72,-27.240000000000002,0.72,27.240000000000002,2777,1.3885,27.249513757129687,25.861013757129687,25.861013757129687,31.824,178.4859266393649,1,6.132898769317256,139.8093568478641
685126_778283_59_1,685126,"Eisert, Brandon",SI,Sinker,2025,swinging_strike,2025-04-17 00:00:00,8,Top,0,0,0,87.9,1980,3.82,5.15,7.3,2.27,0.85,10.2,27.240000000000002,10.2,27.240000000000002,1980,0.99,29.087069292041097,28.0970692920411,28.0970692920411,20.448000000000004,20.5283794662951,1,6.1301928792780105,139.78084824853954
642207_778355_78_1,642207,"Williams, Devin",CH,Changeup,2025,called_strike,2025-04-12 00:00:00,9,Top,0,0,0,85.1,2632,-2.31,5.23,7.3,-1.99,-0.07,-0.8400000000000001,-23.88,0.8400000000000001,23.88,2632,1.316,23.89476930208785,22.578769302087853,22.578769302087853,27.648,-177.98540121212943,1,6.086373104300224,139.31917375725743
476594_777593_82_3,476594,"Stock, Robert",ST,Sweeper,2025,called_strike,2025-06-08 00:00:00,9,Bot,1,1,1,81.5,2586,-4.49,4.66,6.0,2.22,0.21,2.52,26.64,2.52,26.64,2586,1.293,26.758923745173313,25.465923745173313,25.465923745173313,28.944,5.403791360249714,1,6.080475360161542,139.25703655946674
689690_778499_47_2,689690,"Jacob, Alek",CH,Changeup,2025,swinging_strike,2025-03-31 00:00:00,6,Top,0,0,1,76.8,2286,-3.5,3.67,7.1,-2.02,-0.17,-2.04,-24.240000000000002,2.04,24.240000000000002,2286,1.143,24.32569012381766,23.18269012381766,23.18269012381766,26.640000000000004,-175.18941380563436,1,6.07361055381001,139.18471062941117
642207_777849_60_2,642207,"Williams, Devin",CH,Changeup,2025,swinging_strike,2025-05-20 00:00:00,8,Top,2,0,1,84.5,2867,-2.45,5.18,7.6,-1.98,-0.05,-0.6000000000000001,-23.759999999999998,0.6000000000000001,23.759999999999998,2867,1.4335,23.767574550214412,22.334074550214414,22.334074550214414,27.791999999999994,-178.5534443134261,1,6.066148596327244,139.10609326027654
657277_777440_37_1,657277,"Webb, Logan",SI,Sinker,2025,called_strike,2025-06-19 00:00:00,5,Top,2,0,0,92.2,1984,-1.91,5.05,6.8,-2.02,-0.22,-2.64,-24.240000000000002,2.64,24.240000000000002,1984,0.992,24.383338573706432,23.39133857370643,23.39133857370643,25.92,-173.78436410029735,1,6.017742271761923,138.59609599808476
695445_777661_72_2,695445,"Lee, Chase",ST,Sweeper,2025,called_strike,2025-06-03 00:00:00,8,Bot,1,0,1,78.3,3001,-2.82,3.82,5.8,2.23,0.31,3.7199999999999998,26.759999999999998,3.7199999999999998,26.759999999999998,3001,1.5005,27.017327773116275,25.516827773116276,25.516827773116276,27.648,7.914164509047649,1,6.009831514028697,138.51275017866885
664076_778298_51_2,664076,"Cleavinger, Garrett",ST,Sweeper,2025,swinging_strike,2025-04-16 00:00:00,7,Top,2,0,1,80.5,2782,1.02,5.17,5.9,-1.93,-0.02,-0.24,-23.16,0.24,23.16,2782,1.391,23.16124348993378,21.770243489933783,21.770243489933783,27.504,-179.40628260378745,1,5.919502976762087,137.56107067981338
601713_778514_3_5,601713,"Pivetta, Nick",FF,4-Seam Fastball,2025,swinging_strike,2025-03-30 00:00:00,1,Top,2,3,1,94.0,2278,-0.3,6.9,6.9,0.02,2.16,25.92,0.24,25.92,0.24,2278,1.139,25.921111087297167,24.782111087297167,24.782111087297167,30.816000000000003,89.4694986833262,1,5.883709620873895,137.18396058786658
677865_776596_62_2,677865,"Bruihl, Justin",ST,Sweeper,2025,called_strike,2025-08-25 00:00:00,8,Top,0,0,1,78.0,2643,3.39,5.04,6.9,-1.98,-0.18,-2.16,-23.759999999999998,2.16,23.759999999999998,2643,1.3215000000000001,23.857979797124482,22.536479797124482,22.536479797124482,25.919999999999998,-174.8055710922652,1,5.87033228957085,137.04302027890387
641927_777861_5_3,641927,"Ober, Bailey",CH,Changeup,2025,swinging_strike,2025-05-19 00:00:00,1,Top,2,0,2,82.4,1841,-1.38,6.12,7.2,-2.22,0.24,2.88,-26.64,2.88,26.64,1841,0.9205,26.795223454936888,25.874723454936888,25.874723454936888,28.512,173.8298249049704,1,5.859888643650773,136.9329885656026
687330_778899_30_4,687330,"Kelly, Kevin",ST,Sweeper,2025,swinging_strike,2025-03-24 00:00:00,3,Bot,0,1,2,76.3,2655,-1.91,3.87,6.3,2.19,0.33,3.96,26.28,3.96,26.28,2655,1.3275000000000001,26.576681508420123,25.249181508420122,25.249181508420122,26.784,8.569141879837643,1,5.825584256713019,136.5715658883693
669302_776602_42_2,669302,"Gilbert, Logan",SL,Slider,2025,swinging_strike,2025-08-24 00:00:00,5,Top,1,1,0,88.3,1858,-0.62,5.9,7.5,-0.04,-0.01,-0.12,-0.48,0.12,0.48,1858,0.929,0.49477267507411926,-0.4342273249258808,0.4342273249258808,0.432,-165.96375653207352,1,5.813424323235802,136.44345178680294
622491_777225_26_2,622491,"Castillo, Luis",SL,Slider,2025,swinging_strike,2025-07-05 00:00:00,4,Top,2,1,0,85.6,2247,-2.16,4.85,5.6,-0.04,-0.01,-0.12,-0.48,0.12,0.48,2247,1.1235,0.49477267507411926,-0.6287273249258807,0.6287273249258807,0.432,-165.96375653207352,1,5.813406943793233,136.44326868122306
622491_777453_11_1,622491,"Castillo, Luis",SL,Slider,2025,swinging_strike,2025-06-18 00:00:00,2,Top,1,0,0,84.1,2128,-2.36,4.85,5.4,-0.03,-0.01,-0.12,-0.36,0.12,0.36,2128,1.064,0.3794733192202055,-0.6845266807797945,0.6845266807797945,0.288,-161.565051177078,1,5.812813203769281,136.43701318074068
689266_776346_63_2,689266,"Dodd, Dylan",SL,Slider,2025,swinging_strike,2025-09-13 00:00:00,8,Top,2,0,1,83.0,2455,2.51,5.97,6.4,-0.03,-0.01,-0.12,-0.36,0.12,0.36,2455,1.2275,0.3794733192202055,-0.8480266807797945,0.8480266807797945,0.288,-161.565051177078,1,5.812798581509873,136.436859124172
669302_778334_20_3,669302,"Gilbert, Logan",SL,Slider,2025,called_strike,2025-04-13 00:00:00,3,Top,2,2,0,86.3,1821,-1.15,5.58,7.3,-0.05,-0.01,-0.12,-0.6000000000000001,0.12,0.6000000000000001,1821,0.9105,0.6118823416311343,-0.29861765836886567,0.29861765836886567,0.5760000000000001,-168.6900675259798,1,5.806659292664072,136.37217707009583
605177_779108_68_5,605177,"Chafin, Andrew",SL,Slider,2025,swinging_strike,2025-03-17 00:00:00,7,Top,2,2,2,80.1,2372,2.34,6.35,6.3,-0.05,-0.01,-0.12,-0.6000000000000001,0.12,0.6000000000000001,2372,1.186,0.6118823416311343,-0.5741176583688656,0.5741176583688656,0.5760000000000001,-168.6900675259798,1,5.806634692130658,136.37191788485913
623352_777895_73_1,623352,"Hader, Josh",SL,Slider,2025,swinging_strike,2025-05-16 00:00:00,9,Bot,0,0,0,81.9,2376,3.26,5.53,6.3,-0.05,-0.01,-0.12,-0.6000000000000001,0.12,0.6000000000000001,2376,1.188,0.6118823416311343,-0.5761176583688656,0.5761176583688656,0.5760000000000001,-168.6900675259798,1,5.806634513542401,136.3719160032967
623352_777800_75_1,623352,"Hader, Josh",SL,Slider,2025,swinging_strike,2025-05-23 00:00:00,9,Top,1,0,0,82.2,2655,3.2,5.69,6.2,-0.05,-0.01,-0.12,-0.6000000000000001,0.12,0.6000000000000001,2655,1.3275000000000001,0.6118823416311343,-0.7156176583688658,0.7156176583688658,0.5760000000000001,-168.6900675259798,1,5.806622057011772,136.37178476431967
623211_778117_3_3,623211,"Brazobán, Huascar",CH,Changeup,2025,swinging_strike,2025-04-30 00:00:00,1,Top,2,0,2,91.0,1916,-1.4,6.14,5.8,-1.89,-0.02,-0.24,-22.68,0.24,22.68,1916,0.9580000000000001,22.68126980572296,21.72326980572296,21.72326980572296,26.928,-179.39371808448266,1,5.803090123484111,136.33457317171218
677865_776567_60_1,677865,"Bruihl, Justin",ST,Sweeper,2025,called_strike,2025-08-27 00:00:00,7,Top,1,0,0,78.1,2558,3.37,4.94,6.8,-1.97,-0.2,-2.4000000000000004,-23.64,2.4000000000000004,23.64,2558,1.2790000000000001,23.76151510320838,22.48251510320838,22.48251510320838,25.488000000000003,-174.20303138093,1,5.803064840498482,136.33430679632494
669456_813043_15_3,669456,"Bieber, Shane",SL,Slider,2025,swinging_strike,2025-10-15 00:00:00,2,Bot,1,0,2,86.2,2681,-1.64,5.56,6.7,-0.06,-0.01,-0.12,-0.72,0.12,0.72,2681,1.3405,0.7299315036357863,-0.6105684963642137,0.6105684963642137,0.72,-170.53767779197437,1,5.795970691583496,136.25956456880175
671106_778022_24_2,671106,"Allen, Logan",ST,Sweeper,2025,swinging_strike,2025-05-07 00:00:00,3,Bot,0,0,1,75.4,2334,2.6,5.21,6.2,-1.91,-0.06,-0.72,-22.919999999999998,0.72,22.919999999999998,2334,1.167,22.93130611195097,21.76430611195097,21.76430611195097,26.639999999999997,-178.20072427586592,1,5.792816124491343,136.22632881717536
605488_777576_44_1,605488,"Springs, Jeffrey",ST,Sweeper,2025,swinging_strike,2025-06-09 00:00:00,6,Bot,2,0,0,74.8,2488,2.6,5.98,5.7,-2.02,-0.37,-4.4399999999999995,-24.240000000000002,4.4399999999999995,24.240000000000002,2488,1.244,24.643279002600284,23.399279002600284,23.399279002600284,23.760000000000005,-169.62028975043225,1,5.790429502554023,136.20118394892003
676263_776297_52_1,676263,"Dreyer, Jack",SL,Slider,2025,called_strike,2025-09-16 00:00:00,7,Top,1,0,0,86.6,2277,1.29,5.84,6.9,-0.07,-0.01,-0.12,-0.8400000000000001,0.12,0.8400000000000001,2277,1.1385,0.8485281374238571,-0.28997186257614294,0.28997186257614294,0.8640000000000001,-171.86989764584405,1,5.78307922435519,136.12374320555818
605135_778446_22_2,605135,"Bassitt, Chris",ST,Sweeper,2025,swinging_strike,2025-04-05 00:00:00,3,Bot,0,0,1,71.6,2304,-2.9,5.23,6.2,2.11,-0.04,-0.48,25.32,0.48,25.32,2304,1.1520000000000001,25.324549354332053,24.17254935433205,24.17254935433205,29.808,-1.0860458260064,1,5.773275022634462,136.02044852081508
656641_777443_31_2,656641,"Latz, Jacob",SL,Slider,2025,swinging_strike,2025-06-19 00:00:00,5,Top,2,1,0,84.6,2510,1.81,5.82,6.7,-0.08,-0.01,-0.12,-0.96,0.12,0.96,2510,1.2550000000000001,0.9674709297958259,-0.2875290702041742,0.2875290702041742,1.008,-172.8749836510982,1,5.768752344692325,135.9727986860264
693821_778367_33_2,693821,"Elder, Bryce",SL,Slider,2025,called_strike,2025-04-11 00:00:00,4,Bot,1,1,0,83.8,2603,-0.54,6.49,5.9,-0.08,-0.01,-0.12,-0.96,0.12,0.96,2603,1.3015,0.9674709297958259,-0.33402907020417416,0.33402907020417416,1.008,-172.8749836510982,1,5.768748198990695,135.97275500792233
663554_778424_36_2,663554,"Mize, Casey",SV,Slurve,2025,called_strike,2025-04-07 00:00:00,5,Top,2,1,0,83.9,1916,-2.38,5.63,6.9,-0.08,-0.01,-0.12,-0.96,0.12,0.96,1916,0.9580000000000001,0.9674709297958259,0.009470929795825866,0.009470929795825866,1.008,-172.8749836510982,1,5.7671481088028935,135.955896846879
701542_778140_25_1,701542,"Warren, Will",ST,Sweeper,2025,called_strike,2025-04-28 00:00:00,3,Bot,0,0,0,82.2,3071,-2.49,5.67,6.4,2.14,-0.14,-1.6800000000000002,25.68,1.6800000000000002,25.68,3071,1.5355,25.734894598579572,24.199394598579573,24.199394598579573,28.799999999999997,-3.742988295687135,1,5.759525451777555,135.8755863864493
668674_778917_54_2,668674,"Erceg, Lucas",SL,Slider,2025,swinging_strike,2025-03-19 00:00:00,8,Top,2,1,0,85.3,2237,-2.23,5.9,6.4,-0.09,-0.01,-0.12,-1.08,0.12,1.08,2237,1.1185,1.08664621657649,-0.031853783423509974,0.031853783423509974,1.1520000000000001,-173.6598082540901,1,5.753529390445491,135.81241334262194
579328_777279_18_3,579328,"Kikuchi, Yusei",SL,Slider,2025,called_strike,2025-07-02 00:00:00,2,Bot,1,2,0,86.3,2247,2.36,5.46,6.9,-0.09,-0.01,-0.12,-1.08,0.12,1.08,2247,1.1235,1.08664621657649,-0.03685378342350987,0.03685378342350987,1.1520000000000001,-173.6598082540901,1,5.7535289448784175,135.81240864823562
672282_777315_62_1,672282,"Detmers, Reid",SL,Slider,2025,swinging_strike,2025-06-28 00:00:00,8,Top,0,0,0,89.0,2341,1.49,6.11,6.6,-0.09,-0.01,-0.12,-1.08,0.12,1.08,2341,1.1705,1.08664621657649,-0.08385378342351002,0.08385378342351002,1.1520000000000001,-173.6598082540901,1,5.75352475654796,135.8123645210046
674841_776498_34_2,674841,"Alvarez, Andrew",SL,Slider,2025,swinging_strike,2025-09-01 00:00:00,5,Top,2,1,0,81.5,2677,1.08,6.23,6.3,-0.09,-0.01,-0.12,-1.08,0.12,1.08,2677,1.3385,1.08664621657649,-0.25185378342350995,0.25185378342350995,1.1520000000000001,-173.6598082540901,1,5.753509785495016,135.81220678963206
642207_778355_79_4,642207,"Williams, Devin",CH,Changeup,2025,swinging_strike,2025-04-12 00:00:00,9,Top,1,2,1,84.7,2514,-2.28,5.24,7.2,-2.0,-0.33,-3.96,-24.0,3.96,24.0,2514,1.2570000000000001,24.324506161482496,23.067506161482495,23.067506161482495,24.048,-170.6306149035125,1,5.752222008756348,135.79863908712764
605447_778467_63_2,605447,"Romano, Jordan",SL,Slider,2025,called_strike,2025-04-03 00:00:00,8,Top,2,0,1,86.9,1918,-1.71,6.48,7.7,-0.05,-0.02,-0.24,-0.6000000000000001,0.24,0.6000000000000001,1918,0.9590000000000001,0.6462197768561405,-0.31278022314385956,0.31278022314385956,0.4320000000000001,-158.19859051364818,1,5.751745351406969,135.7936171412276
668674_777177_61_5,668674,"Erceg, Lucas",SL,Slider,2025,swinging_strike,2025-07-09 00:00:00,8,Top,0,2,2,85.6,2099,-2.05,6.11,6.4,-0.04,-0.02,-0.24,-0.48,0.24,0.48,2099,1.0495,0.5366563145999496,-0.5128436854000505,0.5128436854000505,0.288,-153.434948822922,1,5.749724441078471,135.7723253215341
645261_778562_30_1,645261,"Alcantara, Sandy",SI,Sinker,2025,called_strike,2025-03-27 00:00:00,5,Top,1,0,0,95.4,2381,-1.78,5.83,6.0,-2.14,1.12,13.440000000000001,-25.68,13.440000000000001,25.68,2381,1.1905000000000001,28.984409602405222,27.793909602405222,27.793909602405222,14.687999999999997,152.37403713265778,1,5.7496603423889585,135.77164999333155
664294_776801_61_1,664294,"Moreta, Dauri",SL,Slider,2025,swinging_strike,2025-08-10 00:00:00,7,Top,2,0,0,83.2,1962,-0.99,5.94,6.5,-0.06,-0.02,-0.24,-0.72,0.24,0.72,1962,0.981,0.758946638440411,-0.222053361559589,0.222053361559589,0.576,-161.565051177078,1,5.7477848408848455,135.75189016564534
623352_777608_71_3,623352,"Hader, Josh",SL,Slider,2025,swinging_strike,2025-06-07 00:00:00,9,Bot,0,1,1,83.5,2602,3.35,5.35,6.3,-0.07,-0.02,-0.24,-0.8400000000000001,0.24,0.8400000000000001,2602,1.301,0.8736131867136623,-0.42738681328633765,0.42738681328633765,0.7200000000000001,-164.05460409907715,1,5.740013063866425,135.67000861323763
622491_778838_25_1,622491,"Castillo, Luis",SL,Slider,2025,called_strike,2025-03-22 00:00:00,2,Bot,2,0,0,84.2,2161,-2.55,5.11,5.3,-0.03,-0.02,-0.24,-0.36,0.24,0.36,2161,1.0805,0.4326661530556787,-0.6478338469443213,0.6478338469443213,0.144,-146.30993247402023,1,5.737842588458223,135.64714101224172
813882_787997_62_3,813882,"Choban, Brady",FC,Cutter,2025,swinging_strike,2025-03-25 00:00:00,9,Top,1,1,1,87.2,2234,-1.43,6.66,6.1,-0.01,-0.01,-0.12,-0.12,0.12,0.12,2234,1.117,0.16970562748477142,-0.9472943725152285,0.9472943725152285,0.0,-135.0,1,5.737357449951781,135.64202971093366
666974_777986_62_3,666974,"Cano, Yennier",SL,Slider,2025,swinging_strike,2025-05-09 00:00:00,8,Bot,1,1,1,88.7,2360,-2.6,5.28,6.3,-0.01,-0.01,-0.12,-0.12,0.12,0.12,2360,1.18,0.16970562748477142,-1.0102943725152285,1.0102943725152285,0.0,-135.0,1,5.73735179744489,135.64197015749588
607192_776408_1_10,607192,"Glasnow, Tyler",SL,Slider,2025,swinging_strike,2025-09-08 00:00:00,1,Top,0,3,2,89.6,2515,-1.71,5.72,7.8,-0.01,-0.01,-0.12,-0.12,0.12,0.12,2515,1.2575,0.16970562748477142,-1.0877943725152286,1.0877943725152286,0.0,-135.0,1,5.73734484396427,135.6418968973153
571760_778519_15_1,571760,"Heaney, Andrew",SL,Slider,2025,swinging_strike,2025-03-30 00:00:00,2,Bot,1,0,0,80.6,2546,3.01,4.88,6.1,-0.08,-0.02,-0.24,-0.96,0.24,0.96,2546,1.2730000000000001,0.9895453501482385,-0.2834546498517616,0.2834546498517616,0.864,-165.96375653207352,1,5.729766483666167,135.56205313642988
668941_776416_62_8,668941,"Romero, JoJo",SL,Slider,2025,called_strike,2025-09-07 00:00:00,8,Top,1,3,2,81.3,2904,2.08,5.33,5.1,-1.94,-0.16,-1.92,-23.28,1.92,23.28,2904,1.452,23.35904107620859,21.907041076208593,21.907041076208593,25.631999999999998,-175.28524548129505,1,5.721399211626573,135.47389759331588
656986_776991_45_5,656986,"Sousa, Bennett",SL,Slider,2025,swinging_strike_blocked,2025-07-26 00:00:00,6,Top,1,2,2,83.2,2270,1.11,6.38,6.7,-0.09,-0.02,-0.24,-1.08,0.24,1.08,2270,1.135,1.1063453348751466,-0.028654665124853373,0.028654665124853373,1.008,-167.47119229084848,1,5.717808632084988,135.43606812056964
